Lake,Population,Family,Source,Cup#,Ploidy,SexAsex,G1Label,Grandbaby,FinalLength,AgeAtMaturity,GrowthPerDay3mm,Growthperday3toReproduction,DiedOrReproduced
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38H,AS38H-GB,5.250,105,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38G,AS38G-GB,5.432,247,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38C,AS38C-GB,4.350,313,0.015789,0.0354,GRANDBABY
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38G1,AS38G1-GB,5.636,320,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS39,Field,39,Triploid,Asex,AS39E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS39,Field,39,Triploid,Asex,AS39A,AS39A-GB,5.940,144,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS39,Field,39,Triploid,Asex,AS39G,AS39G-GB,5.512,154,0.035294,0.0799,GRANDBABY
Alexandrina,AlexShallow,AS39,Field,39,Triploid,Asex,AS39D,AS39D-GB,#NULL!,156,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS39,Field,39,Triploid,Asex,AS39C,AS39C-GB,5.627,196,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS39,Field,39,Triploid,Asex,AS39H,AS39H-GB,4.070,200,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS39,Field,39,Triploid,Asex,AS39B,AS39B-GB,#NULL!,213,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS39,Field,39,Triploid,Asex,AS39F,AS39F-GB,6.113,275,0.035294,0.0322,GRANDBABY
Alexandrina,AlexShallow,AS39,Field,39,Triploid,Asex,AS39F1,AS39F1-GB,4.121,296,0.015228,0.0416,GRANDBABY
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146I,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146J,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146L,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146A,CW1-146A-GB,#NULL!,177,0.021898,#NULL!,GRANDBABY
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146E,CW1-146E-GB,4.321,183,0.025000,0.0686,GRANDBABY
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146D,CW1-146D-GB,3.403,248,0.015544,0.0619,GRANDBABY
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146K,CW1-146K-GB,3.826,438,0.007335,0.1319,GRANDBABY
Clearwater,Clearwater04,CW1-147,Lab,147,Triploid,Asex,CW4-147F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Clearwater,Clearwater04,CW1-147,Lab,147,Triploid,Asex,CW4-147G,CW4-147G-GB,5.211,158,0.029703,0.0914,GRANDBABY
Clearwater,Clearwater04,CW1-147,Lab,147,Triploid,Asex,CW4-147H,CW4-147H-GB,5.634,175,0.031915,0.0696,GRANDBABY
Clearwater,Clearwater04,CW1-147,Lab,147,Triploid,Asex,CW4-147B,CW4-147B-GB,5.350,186,0.024590,0.0836,GRANDBABY
Clearwater,Clearwater04,CW1-147,Lab,147,Triploid,Asex,CW4-147E,CW4-147E-GB,#NULL!,236,0.024000,#NULL!,GRANDBABY
Clearwater,Clearwater04,CW1-147,Lab,147,Triploid,Asex,CW4-147A,CW4-147A-GB,5.335,252,0.019608,0.0539,GRANDBABY
Clearwater,Clearwater04,CW1-147,Lab,147,Triploid,Asex,CW4-147C,CW4-147C-GB,4.712,315,0.018519,0.0308,GRANDBABY
Clearwater,Clearwater04,CW1-147,Lab,147,Triploid,Asex,CW4-147D,CW4-147D-GB,4.574,366,0.019608,0.0215,GRANDBABY
Grasmere,Grasmere,GR41,Field,41,Triploid,Asex,GR41B,,#NULL!,#NULL!,0.018750,#NULL!,DEAD
Grasmere,Grasmere,GR41,Field,41,Triploid,Asex,GR41F,,#NULL!,#NULL!,0.031915,#NULL!,DEAD
Grasmere,Grasmere,GR41,Field,41,Triploid,Asex,GR41G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR41,Field,41,Triploid,Asex,GR41A,GR41A-GB,5.963,216,0.024793,0.0628,GRANDBABY
Grasmere,Grasmere,GR41,Field,41,Triploid,Asex,GR41E,GR41E-GB,6.094,216,0.023256,0.0700,GRANDBABY
Grasmere,Grasmere,GR41,Field,41,Triploid,Asex,GR41H,GR41H-GB,5.875,358,0.014706,#NULL!,GRANDBABY
Grasmere,Grasmere,GR41,Field,41,Triploid,Asex,GR41C,GR41C-GB,4.867,380,0.012448,0.0350,GRANDBABY
Grasmere,Grasmere,GR41,Field,41,Triploid,Asex,GR41D,GR41D-GB,5.701,408,0.016854,0.0248,GRANDBABY
Grasmere,Grasmere,GR44,Field,44,Triploid,Asex,GR44E,GR44E-GB,5.808,176,#NULL!,#NULL!,GRANDBABY
Grasmere,Grasmere,GR44,Field,44,Triploid,Asex,GR44E,GR44E-GB,5.950,206,0.017751,0.1608,GRANDBABY
Grasmere,Grasmere,GR44,Field,44,Triploid,Asex,GR44D,GR44D-GB,#NULL!,214,#NULL!,#NULL!,GRANDBABY
Grasmere,Grasmere,GR44,Field,44,Triploid,Asex,GR44B,GR44B-GB,6.015,228,#NULL!,#NULL!,GRANDBABY
Grasmere,Grasmere,GR44,Field,44,Triploid,Asex,GR44A,GR44A-GB,6.510,235,#NULL!,#NULL!,GRANDBABY
Grasmere,Grasmere,GR44,Field,44,Triploid,Asex,GR44H,GR44H-GB,6.186,239,0.039474,0.0380,GRANDBABY
Grasmere,Grasmere,GR44,Field,44,Triploid,Asex,GR44F,GR44F-GB,6.232,280,0.016216,0.0656,GRANDBABY
Grasmere,Grasmere,GR44,Field,44,Triploid,Asex,GR44G,GR44G-GB,5.887,282,0.045455,0.0273,GRANDBABY
Grasmere,Grasmere,GR44,Field,44,Triploid,Asex,GR44C,GR44C-GB,6.932,434,#NULL!,#NULL!,GRANDBABY
Grasmere,Grasmere,GR45,Field,45,Triploid,Asex,GR45A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR45,Field,45,Triploid,Asex,GR45B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR45,Field,45,Triploid,Asex,GR45C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR45,Field,45,Triploid,Asex,GR45D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR45,Field,45,Triploid,Asex,GR45E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR45,Field,45,Triploid,Asex,GR45F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR45,Field,45,Triploid,Asex,GR45H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR45,Field,45,Triploid,Asex,GR45G,GR45G-GB,5.208,583,0.006742,#NULL!,GRANDBABY
Grasmere,Grasmere,GR48,Field,48,Triploid,Asex,GR48C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR48,Field,48,Triploid,Asex,GR48D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR48,Field,48,Triploid,Asex,GR48E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR48,Field,48,Triploid,Asex,GR48F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR48,Field,48,Triploid,Asex,GR48G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR48,Field,48,Triploid,Asex,GR48H,GR48H-GB,4.610,270,0.018293,0.0435,GRANDBABY
Grasmere,Grasmere,GR48,Field,48,Triploid,Asex,GR48B,GR48B-GB,4.355,297,0.014634,0.0473,GRANDBABY
Grasmere,Grasmere,GR48,Field,48,Triploid,Asex,GR48G,GR48G-GB,4.501,364,#NULL!,#NULL!,GRANDBABY
Grasmere,Grasmere,GR48,Field,48,Triploid,Asex,GR48A,GR48A-GB,#NULL!,457,#NULL!,#NULL!,GRANDBABY
Grasmere,Grasmere,GR49,Field,49,Triploid,Asex,GR49A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR49,Field,49,Triploid,Asex,GR49B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR49,Field,49,Triploid,Asex,GR49F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR49,Field,49,Triploid,Asex,GR49G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR49,Field,49,Triploid,Asex,GR49H,GR49H-GB,#NULL!,206,#NULL!,#NULL!,GRANDBABY
Grasmere,Grasmere,GR49,Field,49,Triploid,Asex,GR49D,GR49D-GB,5.079,220,0.018750,0.0847,GRANDBABY
Grasmere,Grasmere,GR49,Field,49,Triploid,Asex,GR49C,GR49C-GB,5.370,227,0.016575,0.1167,GRANDBABY
Grasmere,Grasmere,GR49,Field,49,Triploid,Asex,GR49E,GR49E-GB,4.631,348,0.011364,0.0551,GRANDBABY
Grasmere,Grasmere,GR50,Field,50,Triploid,Asex,GR50A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR50,Field,50,Triploid,Asex,GR50B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR50,Field,50,Triploid,Asex,GR50C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR50,Field,50,Triploid,Asex,GR50D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR50,Field,50,Triploid,Asex,GR50G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR50,Field,50,Triploid,Asex,GR50F,GR50F-GB,4.592,273,0.016393,0.0510,GRANDBABY
Grasmere,Grasmere,GR50,Field,50,Triploid,Asex,GR50E,GR50E-GB,4.864,343,0.016854,0.0295,GRANDBABY
Grasmere,Grasmere,GR51,Field,51,Triploid,Asex,GR51D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR51,Field,51,Triploid,Asex,GR51E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR51,Field,51,Triploid,Asex,GR51F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR51,Field,51,Triploid,Asex,GR51H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR51,Field,51,Triploid,Asex,GR51C,GR51C-GB,4.962,163,0.026549,0.0992,GRANDBABY
Grasmere,Grasmere,GR51,Field,51,Triploid,Asex,GR51B,GR51B-GB,4.686,203,0.027027,0.0509,GRANDBABY
Grasmere,Grasmere,GR51,Field,51,Triploid,Asex,GR51G,GR51G-GB,5.494,243,#NULL!,#NULL!,GRANDBABY
Grasmere,Grasmere,GR51,Field,51,Triploid,Asex,GR51A,GR51A-GB,4.374,392,0.009346,0.0616,GRANDBABY
Grasmere,Grasmere,GR54,Field,54,Triploid,Asex,GR54F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR54,Field,54,Triploid,Asex,GR54B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR54,Field,54,Triploid,Asex,GR54D,GR54D-GB,5.468,135,#NULL!,#NULL!,GRANDBABY
Grasmere,Grasmere,GR54,Field,54,Triploid,Asex,GR54A,GR54A-GB,4.591,205,0.030000,0.0437,GRANDBABY
Grasmere,Grasmere,GR54,Field,54,Triploid,Asex,GR54C,GR54C-GB,4.920,257,0.030000,0.0313,GRANDBABY
Grasmere,Grasmere,GR54,Field,54,Triploid,Asex,GR54H,GR54H-GB,4.967,258,0.024793,0.0363,GRANDBABY
Grasmere,Grasmere,GR54,Field,54,Triploid,Asex,GR54G,GR54G-GB,5.240,281,0.015707,0.0582,GRANDBABY
Grasmere,Grasmere,GR54,Field,54,Triploid,Asex,GR54E,GR54E-GB,5.178,358,0.010638,0.0681,GRANDBABY
Grasmere,Grasmere,GR55,Field,55,Triploid,Asex,GR55A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR55,Field,55,Triploid,Asex,GR55F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR55,Field,55,Triploid,Asex,GR55G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR55,Field,55,Triploid,Asex,GR55H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR55,Field,55,Triploid,Asex,GR55D,GR55D-GB,5.796,221,0.016854,0.1348,GRANDBABY
Grasmere,Grasmere,GR55,Field,55,Triploid,Asex,GR55B,GR55B-GB,5.666,333,0.016216,0.0383,GRANDBABY
Grasmere,Grasmere,GR55,Field,55,Triploid,Asex,GR55C,GR55C-GB,6.134,338,0.041096,0.0231,GRANDBABY
Grasmere,Grasmere,GR55,Field,55,Triploid,Asex,GR55E,GR55E-GB,5.786,382,0.022059,0.0235,GRANDBABY
Grasmere,Grasmere,GR56,Field,56,Diploid,Sex,GR56A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR56,Field,56,Diploid,Sex,GR56D,,#NULL!,#NULL!,0.037500,#NULL!,DEAD
Grasmere,Grasmere,GR56,Field,56,Diploid,Sex,GR56G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR56,Field,56,Diploid,Sex,GR56H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR56,Field,56,Diploid,Sex,GR56E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR56,Field,56,Diploid,Sex,GR56C,GR56C-GB,4.489,189,#NULL!,#NULL!,GRANDBABY
Grasmere,Grasmere,GR56,Field,56,Diploid,Sex,GR56C,GR56C-GB,3.320,284,0.032609,0.0173,GRANDBABY
Grasmere,Grasmere,GR56,Field,56,Diploid,Sex,GR56D,GR56D-GB,4.238,438,0.008310,0.0550,GRANDBABY
Grasmere,Grasmere,GR57,Field,57,Triploid,Asex,GR57A,,#NULL!,#NULL!,0.039474,#NULL!,DEAD
Grasmere,Grasmere,GR57,Field,57,Triploid,Asex,GR57C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR57,Field,57,Triploid,Asex,GR57G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR57,Field,57,Triploid,Asex,GR57H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR57,Field,57,Triploid,Asex,GR57E,GR57E-GB,5.128,240,0.024793,0.0431,GRANDBABY
Grasmere,Grasmere,GR57,Field,57,Triploid,Asex,GR57F,GR57F-GB,5.582,241,0.042254,#NULL!,GRANDBABY
Grasmere,Grasmere,GR57,Field,57,Triploid,Asex,GR57D,GR57D-GB,5.388,275,#NULL!,#NULL!,GRANDBABY
Grasmere,Grasmere,GR57,Field,57,Triploid,Asex,GR57B,GR57B-GB,5.366,320,0.021277,0.0300,GRANDBABY
Grasmere,Grasmere,GR59,Field,59,Triploid,Asex,GR59A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR59,Field,59,Triploid,Asex,GR59A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR59,Field,59,Triploid,Asex,GR59B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR59,Field,59,Triploid,Asex,GR59B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR59,Field,59,Triploid,Asex,GR59C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR59,Field,59,Triploid,Asex,GR59D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR59,Field,59,Triploid,Asex,GR59C,GR59C-GB,3.434,175,0.017857,0.4906,GRANDBABY
Grasmere,Grasmere,GR59,Field,59,Triploid,Asex,GR59H,GR59H-GB,5.919,182,#NULL!,#NULL!,GRANDBABY
Grasmere,Grasmere,GR59,Field,59,Triploid,Asex,GR59G,GR59G-GB,4.869,199,0.024194,0.0649,GRANDBABY
Grasmere,Grasmere,GR59,Field,59,Triploid,Asex,GR59F,GR59F-GB,5.721,231,0.024194,0.0535,GRANDBABY
Grasmere,Grasmere,GR59,Field,59,Triploid,Asex,GR59E,GR59E-GB,5.212,272,0.032967,0.0288,GRANDBABY
Grasmere,Grasmere,GR60,Field,60,Triploid,Asex,GR60D,,#NULL!,#NULL!,0.024590,#NULL!,DEAD
Grasmere,Grasmere,GR60,Field,60,Triploid,Asex,GR60E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR60,Field,60,Triploid,Asex,GR60G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Grasmere,Grasmere,GR60,Field,60,Triploid,Asex,GR60B,GR60B-GB,5.602,182,0.026549,0.0812,GRANDBABY
Grasmere,Grasmere,GR60,Field,60,Triploid,Asex,GR60A,GR60A-GB,5.988,198,0.026549,0.0704,GRANDBABY
Grasmere,Grasmere,GR60,Field,60,Triploid,Asex,GR60C,GR60C-GB,5.768,222,0.028846,0.0489,GRANDBABY
Grasmere,Grasmere,GR60,Field,60,Triploid,Asex,GR60F,GR60F-GB,6.145,287,0.037975,0.0295,GRANDBABY
Grasmere,Grasmere,GR60,Field,60,Triploid,Asex,GR60H,GR60H-GB,5.848,467,0.009146,0.0421,GRANDBABY
Gunn,Gunn 03,GN3-184,Lab,184,Triploid,Asex,GN3-184A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Gunn,Gunn 03,GN3-184,Lab,184,Triploid,Asex,GN3-184G,GN3-184G-GB,6.229,190,0.037500,0.0566,GRANDBABY
Gunn,Gunn 03,GN3-184,Lab,184,Triploid,Asex,GN3-184E,GN3-184E-GB,5.802,195,0.034884,0.0532,GRANDBABY
Gunn,Gunn 03,GN3-184,Lab,184,Triploid,Asex,GN3-184D,GN3-184D-GB,6.025,202,0.032609,0.0548,GRANDBABY
Gunn,Gunn 03,GN3-184,Lab,184,Triploid,Asex,GN3-184H,GN3-184H-GB,6.235,222,0.022059,#NULL!,GRANDBABY
Gunn,Gunn 03,GN3-184,Lab,184,Triploid,Asex,GN3-184C,GN3-184A-GB,#NULL!,233,#NULL!,#NULL!,GRANDBABY
Gunn,Gunn 03,GN3-184,Lab,184,Triploid,Asex,GN3-184F,GN3-184F-GB,4.951,322,0.013636,0.0485,GRANDBABY
Gunn,Gunn 03,GN3-184,Lab,184,Triploid,Asex,GN3-184B,GN3-184B-GB,5.388,431,#NULL!,#NULL!,GRANDBABY
Gunn,Gunn02,GN2-151,Lab,151,Tetraploid,Asex,GN2-151A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Gunn,Gunn02,GN2-151,Lab,151,Tetraploid,Asex,GN2-151B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Gunn,Gunn02,GN2-151,Lab,151,Tetraploid,Asex,GN2-151C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Gunn,Gunn02,GN2-151,Lab,151,Tetraploid,Asex,GN2-151D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Gunn,Gunn02,GN2-151,Lab,151,Tetraploid,Asex,GN2-151F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Gunn,Gunn02,GN2-151,Lab,151,Tetraploid,Asex,GN2-151G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Gunn,Gunn02,GN2-151,Lab,151,Tetraploid,Asex,GN2-151H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Gunn,Gunn02,GN2-151,Lab,151,Tetraploid,Asex,GN2-151E,GN2-151E-GB,#NULL!,324,#NULL!,#NULL!,GRANDBABY
Gunn,Gunn06,GN6-152,Lab,152,Tetraploid,Asex,GN6-152A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Gunn,Gunn06,GN6-152,Lab,152,Tetraploid,Asex,GN6-152B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Gunn,Gunn06,GN6-152,Lab,152,Tetraploid,Asex,GN6-152D,,#NULL!,#NULL!,0.014706,#NULL!,DEAD
Gunn,Gunn06,GN6-152,Lab,152,Tetraploid,Asex,GN6-152G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Gunn,Gunn06,GN6-152,Lab,152,Tetraploid,Asex,GN6-152C,GN6-152C-GB,5.176,197,0.026316,0.0624,GRANDBABY
Gunn,Gunn06,GN6-152,Lab,152,Tetraploid,Asex,GN6-152E,GN6-152E-GB,5.192,227,0.021429,0.0597,GRANDBABY
Gunn,Gunn06,GN6-152,Lab,152,Tetraploid,Asex,GN6-152H,GN6-152H-GB,5.339,241,0.020979,0.0545,GRANDBABY
Gunn,Gunn06,GN6-152,Lab,152,Tetraploid,Asex,GN6-152F,GN6-152F-GB,5.213,249,0.016484,0.0778,GRANDBABY
Gunn,Gunn07,GN7-153,Lab,153,Tetraploid,Asex,GN7-153A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Gunn,Gunn07,GN7-153,Lab,153,Tetraploid,Asex,GN7-153B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
